,,,freq,Time frequency,iccs,International classification of crime for statistical purposes (ICCS),unit,Unit of measure,geo,Country Name,Year,Time,Crime_value,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2010,,0.85,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2011,,0.86,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2012,,0.77,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2013,,0.77,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2014,,0.8,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2015,,0.81,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2016,,0.91,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2017,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2018,,0.76,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2019,,0.71,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2020,,0.86,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2021,,0.76,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2022,,0.74,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2023,,0.8,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2008,,0.96,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2009,,1.01,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2010,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2011,,0.88,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2012,,0.77,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2013,,0.73,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2014,,1.1,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2015,,0.92,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2016,,0.93,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2017,,1.06,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2018,,0.93,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2019,,0.93,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2020,,0.88,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2021,,0.72,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2022,,1,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2023,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2008,,6.28,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2009,,5.24,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2010,,5.25,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2011,,4.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2012,,4.75,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2013,,3.94,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2014,,3.12,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2015,,3.8,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2016,,2.51,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2017,,2.2,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2018,,1.9,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2019,,1.74,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2020,,2.78,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2021,,1.43,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2022,,1.35,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2023,,1.32,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2008,,1.29,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2009,,1.36,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2010,,1.58,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2011,,1.65,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2012,,1.49,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2013,,1.28,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2014,,0.96,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2015,,0.79,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2016,,0.75,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2017,,0.72,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2018,,0.88,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2019,,0.71,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2020,,0.68,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2021,,0.83,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2022,,0.76,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2023,,0.73,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2008,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2009,,0.89,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2010,,0.86,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2011,,0.82,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2012,,0.78,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2013,,0.65,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2014,,0.69,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2015,,0.65,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2016,,0.63,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2017,,0.66,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2018,,0.62,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2019,,0.71,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2020,,0.63,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2021,,0.61,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2022,,0.69,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2023,,0.69,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2008,,3.02,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2009,,2.59,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2010,,2.49,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2011,,2.49,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2012,,1.98,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2013,,1.97,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2014,,2.05,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2015,,2.12,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2016,,1.75,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2017,,1.34,,,,,
,,,A,Annual,ICCS0101,Intentional homicide,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2018,,1.72,,,,,
